track_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,key,duration_ms,loudness,mode,valence
4MzXwWMhyBbmu6hOcLVD49,0.573,0.113,109.928,0.0544,0.401,5.22e-05,0.731,4,205090,-10.059,0,0.145
0VjIjW4GlUZAMYd2vXMi3b,0.73,0.0897,171.005,0.0598,0.00146,9.54e-05,0.514,1,200040,-5.934,1,0.334
7vrJn5hDSXRmdXoR30KgF1,0.666,0.103,163.908,0.152,0.212,0.000493,0.863,1,178947,-4.158,0,0.838
3tjFYV6RSFtuktYl3ZtYcq,0.722,0.272,90.989,0.0369,0.221,0.0,0.7,7,140526,-3.558,0,0.756
35mvY5S1H3J2QZyna3TFe0,0.802,0.0931,144.015,0.0878,0.468,0.0,0.737,0,172325,-4.771,1,0.682
6Im9k8u9iIzKMrmV7BWtlF,0.585,0.248,109.978,0.094,0.237,0.0,0.83,0,173711,-6.476,1,0.485
7hxHWCCAIIxFLCzvDgnQHX,0.658,0.111,140.042,0.079,0.25,0.0,0.8,1,195429,-6.142,0,0.462
2XIc1pqjXV3Cr2BQUGNBck,0.618,0.0866,81.993,0.286,0.0303,0.0,0.856,7,203201,-4.892,1,0.391
4saklk6nie3yiGePpBwUoc,0.765,0.0936,114.044,0.0993,0.0112,0.0,0.746,6,199054,-4.41,0,0.737
1yoMvmasuxZfqHEipJhRbp,0.727,0.0626,180.067,0.389,0.185,2.46e-05,0.783,6,199112,-3.454,0,0.558
5nujrmhLynf4yMoMtj8AQF,0.825,0.0674,102.977,0.0601,0.00883,0.0,0.702,6,203064,-3.787,0,0.915
6UelLqGlWMcVH1E5c4H7lY,0.816,0.335,95.39,0.0465,0.122,0.0,0.548,0,174000,-4.209,1,0.557
0zLCBJZSiELJf02ucPP9wb,0.719,0.359,121.955,0.0474,0.0143,0.00777,0.769,8,176867,-5.472,1,0.863
5vGLcdRuSbUhD8ScwsGSdA,0.648,0.127,140.201,0.125,0.2,0.0,0.719,3,123263,-7.6,0,0.66
31qCy5ZaophVA81wtlwLc4,0.538,0.113,115.884,0.0345,0.181,3.13e-06,0.686,2,190779,-8.026,1,0.584
