artist,genres,popularity,followers,artist_id
Rob Thomas,"['neo mellow', 'pop rock']",65,726538,3aBkeBhwadnWMWoVJ2CxJC
The Goo Goo Dolls,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",71,2072387,2sil8z5kiy4r76CRTXxBCA
O.A.R.,"['neo mellow', 'pop rock']",60,336569,1Cq0LAHFfvUTBEtMPXUidI
Hootie & The Blowfish,"['mellow gold', 'neo mellow', 'pop rock']",62,845043,08ct2eZF5lUPdJpHwNKWof
Vertical Horizon,"['neo mellow', 'pop rock', 'post-grunge']",54,349026,6Hizgjo92FnMp8wGaRUNTn
Uncle Kracker,"['country', 'country road', 'pop rock']",65,547661,2DnqqkzzDKm3vAoyHtn8So
Sister Hazel,"['acoustic pop', 'neo mellow', 'pop rock']",54,269039,7m60UAnbgFFNuJbmS6OxTk
Sugar Ray,"['alternative metal', 'alternative rock', 'funk metal', 'neo mellow', 'pop rock', 'rock']",62,750141,4uN3DsfENc7dp0OLO0FEIb
Barenaked Ladies,"['canadian pop', 'canadian rock', 'comic', 'pop rock']",64,612060,0dEvJpkqhrcn64d3oI8v79
Third Eye Blind,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']",66,1223303,6TcnmlCSxihzWOQJ8k0rNS
Joe Jonas,['post-teen pop'],58,1387938,7gbmX8SsfjEjxDMzBi1ZOL
Ben Rector,"['acoustic pop', 'indiecoustica', 'lds youth', 'neo mellow', 'piano rock', 'pop rock']",65,297400,4AapPt7H6bGH4i7chTulpI
OMI,['dance pop'],66,584650,5MouCg6ta7zAxsfMEbc1uh
Greyson Chance,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'viral pop']",59,437591,0Qnx1MPnHYt3jJCYrRFVwX
Sterling Knight,['post-teen pop'],11,33198,6NuTu8it26uIDzphfLobSm
Lawson,"['post-teen pop', 'uk pop']",46,185768,2Ah7S4oLgEBYRbz2V0cZzU
Rizzle Kicks,['uk hip hop'],56,329785,2ajhZ7EA6Dec0kaWiKCApF
McFly,"['boy band', 'dance pop', 'post-teen pop']",61,412809,47izDDvtOxxz3FzHYuUptd
Emblem3,"['post-teen pop', 'talent show', 'teen pop']",44,275209,1md9aYaJ6Qt1FHypXICB5V
Jake Miller,"['alt z', 'indie pop rap', 'pop', 'post-teen pop']",58,284593,3gggmBN0erstm3YJvEGe3t
Nico & Vinz,['pop rap'],66,473848,0awl5piYwO0CDTHEkCjUhn
Alex & Sierra,"['neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",63,1048599,58MLl9nC29IXbE4nEtuoP2
Vanessa Carlton,"['lilith', 'neo mellow', 'piano rock', 'pop rock', 'post-teen pop']",65,506451,5ILrArfIV0tMURcHJN8Q07
Jakey,['meme rap'],49,127540,3q1NKu1dVzFcBfxFos4kE3
brakence,"['emo rap', 'glitchcore', 'pop rap', 'sad rap']",62,106747,4kqFrZkeqDfOIEqTWqbOOV
Abhi The Nomad,"['desi hip hop', 'lo-fi rap', 'pop rap']",58,99565,1gUi2utSbJLNPddYENJAp4
ericdoa,"['emo rap', 'glitchcore']",65,54583,4hR6Bm9YYtktXzjmKhb1Cn
Zac Greer,['sad rap'],50,15522,26Hx3p02bxJ4cLfua31zmz
12AM,"['canadian contemporary r&b', 'sad rap', 'trap soul']",48,29860,4FHtVj8v4il9h5HRQ4Ib3n
Dutch Melrose,['trap soul'],45,6862,6NRSfOnXw4qaypEfIV2QXn
Teflon Sega,['trap soul'],50,41573,0JFKmdLuTj0yZi9P05a85X
Jake Hope,"['canadian contemporary r&b', 'trap soul']",39,18242,44PkBtAQLIQ45IDNop6d78
RILEY,"['modern alternative pop', 'sad rap']",44,9592,38SHprY6NUd8O9LyWJ4hg4
Always Never,"['canadian contemporary r&b', 'trap soul']",55,74602,0iiDqBBNToKJG4YoyESrBf
COTIS,"['canadian contemporary r&b', 'pop rap', 'trap soul']",52,12976,63CZNEytugjFnZBdjBmWc8
Aaryan Shah,['trap soul'],56,46482,4RzbexUO843fc5SLqKEQCr
Josh Golden,"['chill r&b', 'la pop', 'sad rap', 'trap soul']",58,28463,6wUAn24MOirNVNqQM47fda
Darci,"['trap soul', 'wave']",60,55682,1lAvOODEAbUI5b51WRBbdx
benny mayne,"['canadian contemporary r&b', 'sad rap', 'trap soul']",45,14647,2R2Yg2qPloNOTOfqxfXX7l
remy,['modern indie pop'],47,7549,4DsVKs4W72RTKOfD3CtTaw
Drippin So Pretty,"['emo rap', 'underground hip hop', 'vapor trap']",51,49167,06zDPcTSPMsBIJX2X7TI3s
fats'e,"['emo rap', 'glitchcore', 'sad lo-fi', 'sad rap']",47,50441,6XFt0iOyYmGY19gn8upF5t
6obby,"['emo rap', 'sad rap']",41,50313,1MQM8vc3NvLx1lWofNMxED
familypet,['emo rap'],44,38069,0qrKkQFiL3vftNOhGuIJEX
Lil West,['melodic rap'],44,20051,59dLTffLsw2ljmCiD8O1JX
Global AzN,['sad rap'],46,8346,29qumw7sEmz88PO90cUOHG
Vaboh,"['emo rap', 'sad lo-fi']",47,32172,0vGhjI7CG4gwh70Wb5xjzv
KILLY,"['canadian hip hop', 'canadian trap', 'melodic rap', 'toronto rap', 'trap', 'underground hip hop', 'vapor trap']",58,499807,0gCGZZ1Ibo5QsOnll977PD
Xavier Wulf,"['dark trap', 'emo rap', 'memphis hip hop', 'underground hip hop', 'vapor trap']",70,435384,3uo0ix4Y67XHVWBhXXIY1S
Paris Shadows,"['emo rap', 'melodic rap', 'sad rap', 'underground hip hop']",54,95817,2mxplErmRMbGaSiAsDONkT
6 Dogs,"['dark trap', 'emo rap', 'melodic rap', 'underground hip hop', 'vapor trap']",60,279905,3Ps6le7tj5BdNtdnfNgTU4
Unodavid,"['emo rap', 'melodic rap', 'sad rap']",48,26474,3mpOt39mUD754Q7aZ725KH
Steven Moses,"['emo rap', 'sad rap']",48,27877,0nYqn5H46JHtn3reTfo67I
916frosty,"['emo rap', 'melodic rap', 'sad rap']",56,72141,6c0lj01vVpHsCH7Z5CfJ9K
cøzybøy,"['emo rap', 'sad lo-fi', 'sad rap']",59,47376,3sWtaNsmsCx0TFaQkP8QAm
VELVETEARS,"['emo rap', 'sad lo-fi']",48,59379,76uBpZUqkDljACPBsu2klS
Triple One,"['australian hip hop', 'australian trap', 'australian underground hip hop', 'dark trap', 'emo rap']",52,77409,686zrKch7tQIpoOpdSIpTo
SinceWhen,['emo rap'],46,30826,3hocSCbr0ocaG0bejDPamC
Elko,"['emo rap', 'sad lo-fi', 'sad rap']",49,16178,3GTNYnTjMraxKUyc2ns7LU
Memoria XI,['sad rap'],48,8504,7qIHY5nwyAyxsM0U1e1UzN
27CLUB,"['emo rap', 'sad rap']",50,13019,75FDYkuEWuVAYlrghPNi4z
Kam Michael,"['emo rap', 'sad rap']",47,8884,39Bu0mGAL7CJojNkEY38cw
Matt Corman,['deep underground hip hop'],46,12921,2AqMgLvl1EKuvpjFQIIX0U
Billy Bueffer,"['emo rap', 'sad rap']",48,15426,6KFjNCl6rofxLDz5ZhwIkN
Thekidszn,['sad rap'],54,25815,138UAIyJocdHT5PpR0iTJE
JaeyBxrd,['sad rap'],35,339,4rBpyETZEnrBQB7Xc4oRfa
ChrispyD,"['deep underground hip hop', 'sad rap']",44,5298,4D262YaVKbDcp0MIl7Dvbc
Gentrammel,"['sad lo-fi', 'sad rap']",50,3319,2HkeqbrT7lYnGoiw7tQBqr
Foreign Forest,"['emo rap', 'sad lo-fi', 'sad rap']",47,21264,7C4ztJMkuGRy0qkU6dG5hU
Lil Xtra,"['emo rap', 'sad lo-fi', 'sad rap']",50,24051,7j8XINhxkD7WS4efrPxbhm
yung van,"['dark trap', 'emo rap', 'sad lo-fi', 'sad rap']",50,25149,3gat7IO3Dlae8AFZZrQX5b
Lil Yung Pharaoh,"['emo rap', 'sad rap']",44,22245,4jczsakWPZWvvTBKml2bBQ
Jay Sek,"['emo rap', 'sad rap']",41,17682,5vgXGoarweQn1Z4hQrdcbA
Indii G.,"['sad lo-fi', 'sad rap']",43,8690,0Y1jPi8CQWV56rdS9FQonN
6o,"['emo rap', 'sad rap']",49,24647,42D1U0ommjMX0HxRz4qcdv
Jared Anthony,['sad rap'],46,8190,5jojdq6ltCT6cbv6WpKikI
Bri-C,['sad rap'],46,7049,2ofpyMe8SFxLwuzkVB5icK
ryster,"['emo rap', 'sad rap']",46,12859,1euZBWdZ1rhRhoty2GWPHv
Kevin Powers,['sad rap'],48,7741,4X8TR9pBFyewFlIDYt1o2s
Brandon ThaKidd,"['sad rap', 'south carolina hip hop']",46,11638,4PSMGgQLpEIIeFJIpy8kT5
Nick Bonin,['sad rap'],45,12409,6kFCeHJQ1sK1fgBrqMK3G9
404vincent,['canadian hip hop'],49,29393,2Z5B561ejdKl84k2jsbAbJ
2gaudy,['sad rap'],49,3330,57uaukwFf13ini2mxawCM6
Rozei,['sad rap'],49,16189,4KDCtEFisBruCfqakuV4PZ
Miles Wesley,['sad rap'],45,12459,4WhfepOctZk2kVISWeeNo3
Rocstaryoshi,['sad rap'],39,8538,11wXsMzrtYLvAsaF1EfHBx
Jbrisko,['sad rap'],47,5913,0fRBqOTRXnTsBW3vB0HZhp
Loser,"['emo rap', 'sad rap']",39,9129,1yPW5OZnLR9GlhQfBCMtos
Josh!,[],24,0,4TwSP5bCDQ0PaBc4ADEfIa
PRAYER,['sad rap'],45,3282,4QGic2UQwhraaN63znXHMu
Andrew Spacey,"['sad rap', 'st louis rap']",37,4533,71EAlWYAa5jb4phZIOlp7u
Yung Trench,['sad rap'],45,6714,4uQFbbElr6aB0P0wNULI9t
ALMA,"['dance pop', 'electropop', 'pop']",61,211165,6c0mTNAxJxlp9HpKTUZwA8
Foxes,"['dance pop', 'electropop', 'indie poptimism', 'metropopolis', 'post-teen pop', 'uk pop']",65,286010,7qRll6DYV06u2VuRPAVqug
Sofia Carson,"['pop', 'post-teen pop', 'social media pop']",68,2731997,7bp2lSdh12wcA8LyB1srfJ
Dinah Jane,"['dance pop', 'pop', 'post-teen pop']",44,379612,59KQTERLpPa7M0F25fRH6V
Madcon,"['dance pop', 'norwegian hip hop', 'pop rap']",66,401287,6c4sUNBgdonFJz8Kx2VsGz
Girlicious,"['dance pop', 'electropop', 'girl group', 'post-teen pop']",37,61984,1koE16z01QAb3mwcOo3Dc9
The Cataracs,[],63,103780,7C64wNX3howEFZjAYRKsfP
Havana Brown,"['australian dance', 'australian pop']",51,177893,1EVWYRr2obCRDoSoD6KSuM
DEV,"['dance pop', 'electropop']",64,251309,7Ip2u3e5Nv6fFb5xyIHxEE
Travie McCoy,"['dance pop', 'pop rap']",64,323560,7o9Nl7K1Al6NNAHX6jn6iG
Mohombi,[],62,311194,37GUqxafAvAKGMZbXCUnmr
Tinchy Stryder,"['dance pop', 'grime']",51,171346,7h2Y48bG543JDzEed383cx
DJ Antoine,"['dance pop', 'pop dance', 'pop rap']",66,516052,6yTYR09WCvsgdnurDW4WQo
R.I.O.,"['dance pop', 'german dance', 'partyschlager', 'pop dance', 'pop house', 'pop rap']",61,250232,0Ol3Jol2T3lZZVLNNzWPhj
Culcha Candela,"['dance pop', 'german pop', 'pop rap']",63,295159,3gemH8D6fpu12DmTmUZYAL
Cascada,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'german techno', 'melbourne bounce international', 'pop rap']",68,417027,0N0d3kjwdY2h7UVuTdJGfp
Diddy,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",74,1218491,59wfkuBoNyhDMQGCljbUbA
The Lonely Island,"['comedy rap', 'comic', 'pop rap']",63,1008169,1f5GqyOPo0CkotzzRwviBu
Lil Jon,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop']",74,1215976,7sfl4Xt5KmfyDs2T3SVSMK
Benny Benassi,"['edm', 'electro house', 'pop dance']",66,487904,4Ws2otunReOa6BbwxxpCt6
Chuckie,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'pop dance', 'progressive electro house']",47,129918,4x7gxsrTH3gThvSKZPPwaQ
PSY,"['k-pop', 'k-rap', 'korean old school hip hop']",62,1214984,2dd5mrQZvg6SmahdgVKDzh
Cherish,"['atl hip hop', 'girl group', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']",77,475459,1c70yCa8sRgIiQxl3HOEFo
Tamar Braxton,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",52,908874,1MT1Wz4G9Z9EVOg4L5zZMS
In Real Life,"['social media pop', 'teen pop']",37,221731,09fEeGYqb3MUeV1c9BJgDI
Alex Aiono,['post-teen pop'],57,587163,5KPJMJR9PCfMWSfco8i4W4
Ansel Elgort,[],57,735597,59mjRp0i1B8oWSSMmGWJlJ
Flatbush Zombies,"['escape room', 'hip hop', 'psychedelic hip hop', 'rap', 'underground hip hop']",62,1057109,1dqGS5sT6PE2wEvP1gROZC
Ro James,"['alternative r&b', 'pop r&b', 'r&b']",51,235985,7r2oyrNc0YjSC7hZL87V0Y
K. Forest,"['canadian contemporary r&b', 'canadian hip hop', 'pop r&b', 'trap soul']",39,76516,1uaS3ZokV40ZrpzSRhx4Ol
Aftertheparty,"['trap soul', 'vapor trap']",51,109251,4xXlwzlQAvjV07mmGvlT0T
J. Holiday,"['bassline', 'contemporary r&b', 'hip pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",55,1272653,7G6hXrjGpi6I7waNl4wxAk
Bobby V.,"['contemporary r&b', 'hip pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",61,742114,4HgF4KnohByNElYid7iCNb
JAHKOY,"['canadian contemporary r&b', 'canadian hip hop', 'pop r&b', 'trap soul']",43,71572,1c5SlzViAqsaB0kXygfSjh
Black Hippy,"['soul flow', 'underground hip hop']",49,263312,7a9KRWdaSZktpGGnWndzbC
Dom Kennedy,"['cali rap', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'west coast trap']",64,464981,3s8alQfNnY0roAHaJh7Xxt
Smoke DZA,"['alternative hip hop', 'boom bap', 'harlem hip hop', 'hip hop', 'rap', 'trap', 'underground hip hop']",54,221919,3kf0gOpxWtkyeMNJVDQPtd
Action Bronson,"['alternative hip hop', 'east coast hip hop', 'escape room', 'hip hop', 'nyc rap', 'queens hip hop', 'rap', 'underground hip hop']",64,666464,7BMccF0hQFBpP6417k1OtQ
Boldy James,"['alternative hip hop', 'boom bap', 'escape room', 'hip hop', 'rap', 'underground hip hop']",56,64651,4fpwOzxFRMVGfd197dKIdY
Layton Greene,['pop r&b'],60,289827,02ZtVIjKL1PYLlMmP1sz0h
King Combs,"['cali rap', 'pop r&b']",55,69503,41I5xI04kixwmonDBl0Sda
Booka600,['chicago rap'],56,40855,5g8mXUQcC8DVAHLwGGAIrJ
Sauce Walka,"['houston rap', 'rap', 'southern hip hop', 'trap']",57,230765,42yf4QkiE9a252krn9OUCb
EST Gee,"['kentucky hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",71,110194,4FlG0V0jhLO4qGpayFOphj
Lily Allen,"['dance pop', 'pop']",71,1786198,13saZpZnCDWOI9D4IJhp1f
HAIM,"['art pop', 'dance pop', 'indie pop', 'metropopolis', 'pop rock']",69,1129729,4Ui2kfOqGujY81UcPrb5KE
Sigrid,"['dance pop', 'norwegian pop', 'pop']",65,573792,4TrraAsitQKl821DQY42cZ
L Devine,"['alt z', 'electropop', 'indie electropop', 'indie pop', 'indie poptimism', 'pop', 'uk pop']",53,97100,5dhyUSoGhz79WTzP39vKs4
Lauren Sanderson,"['alt z', 'pop', 'social media pop']",52,116950,06vRrrjT3DBRkhBlXoBdYj
Donna Missal,"['indie poptimism', 'la pop']",49,71128,4QFHHdZkeqmneDQqKIjAN8
Matt Maltese,"['dream smp', 'indie anthem-folk', 'indie pop']",68,178700,12j6dJrPXanCBwY599pZxf
Niykee Heaton,"['alt z', 'dance pop', 'pop', 'social media pop']",59,440192,63bCkf4n15jiKjHhLV7kSZ
Natalia Kills,"['candy pop', 'dance pop', 'electropop', 'escape room', 'pop', 'post-teen pop']",54,342208,6wdvERzX4CUCOXu6hSS95x
Terror Jr,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'metropopolis', 'pop']",53,175984,5QatamYwvUTOmMHW6WA0AG
James Gillespie,['indie anthem-folk'],58,60075,6wlk4iqaEgEvADMVG6QMd8
Harrison Storm,"['indie anthem-folk', 'indie folk', 'indiecoustica']",58,114993,5Ld19xtpAR80G2boTcHaVx
Nick Wilson,"['indie anthem-folk', 'indiecoustica', 'uk pop']",52,35478,09Z3wZ88af1pfyJxziESQF
Grace Grundy,"['channel pop', 'viral pop']",55,63457,3pFPBG84k5bQVbL9apf2PD
Tom Speight,"['indie anthem-folk', 'indie folk', 'neo mellow', 'viral pop']",54,49351,02U4dXZhGSo07f66l8JZ91
Billy Raffoul,['indie anthem-folk'],58,97812,5gw5ANPCVcxU0maLiGRzzP
Jamie Lawson,"['devon indie', 'indie anthem-folk', 'neo mellow']",56,112959,1jhdZdzOd4TJLAHqQdkUND
Thomas Daniel,"['acoustic cover', 'viral pop']",54,14095,6szSMqKKwkFqJoK3MxK3Hk
Colin & Caroline,"['acoustic cover', 'viral pop']",53,54616,2Y4125mDrgQyPD7dt76Rtm
Sara Farell,"['acoustic cover', 'neo mellow', 'viral pop']",57,87648,39S7Y72G0tdDPy2INGFicV
Ryan McMullan,['indie anthem-folk'],48,47564,4tqPTKknmeQK1uDEFVfX4G
The Coronas,"['indie anthem-folk', 'irish rock']",48,93967,2tppd6KkhK4ULAd217Ecq1
Henry Jamison,"['indie anthem-folk', 'indie folk', 'new americana', 'pop folk', 'stomp and holler', 'vermont indie']",56,67762,2XdtmipGVPmA62ptDgX8QC
Dustin Tebbutt,"['australian indie', 'indie anthem-folk', 'indie folk']",57,117258,0z9hynUsIjf0ddI4uHqPWX
Isak Danielson,['swedish singer-songwriter'],64,165008,5ie2SvXgvXlTpyqkwLtSd7
Jon Caryl,"['sad rap', 'social media pop']",52,67729,0TffQbBN7iT1M1HFMvBSJp
Munn,['alt z'],56,36330,3cKS6z9VNfN9u5ZyNiph4l
Jasmine Thompson,"['neo mellow', 'pop', 'viral pop']",71,808735,2TL8gYTNgD6nXkyuUdDrMg
Whilk & Misky,"['indie soul', 'uk alternative pop']",51,78527,6m9a3tDNWDe6bVR2csIjEv
Maverick Sabre,"['indie soul', 'irish hip hop']",66,230616,0ukgrNYk51TkMQr0f2Br4Q
Finley Quaye,['british soul'],48,60759,1pf3joSSGlPRxmUoWSsh1W
Jacob Banks,"['modern alternative rock', 'uk contemporary r&b']",64,400664,0AepkoQhYvkjEzzwIcGxdV
Billy Lockett,"['indie anthem-folk', 'uk pop']",52,37820,2lKeiALM1T2TZrOiTYlLNA
Walking On Cars,"['indie anthem-folk', 'irish rock']",54,188047,632WMoQfBWk76kBz7vMXNg
Emily Burns,"['alt z', 'uk pop']",58,120504,6Gi8ZaXGx8MK79HwzXpuVZ
Glasperlenspiel,"['german pop', 'metropopolis']",58,398173,2UFKXTZgKtOTHSqMSyAcLO
Mark Forster,['german pop'],66,2369456,7qXzy6c5RWT0XlVQcOBIDG
Luca Hänni,['german pop'],48,95578,5JbALDn35ZrLwVAle4xVqZ
Andreas Bourani,['german pop'],58,549273,6quRLJ5SiWHgcVMoE9TEJj
Tim Bendzko,['german pop'],55,546026,3xDVmZmDpaF1uuez2N7mKl
Mike Singer,['german pop'],58,355282,1LRpAVWq5z6VZMG3tTdZKU
LEA,['german pop'],73,1025940,5Yo5iU2nf4H41waPl4ZnS1
Michael Patrick Kelly,['german pop'],64,270819,4OGiMt96TFUKkKWf7Imlno
Johannes Oerding,"['german pop', 'german pop rock']",61,491481,4I7D65YMlr6ZxVEGPb7q2K
Stanfour,"['europop', 'german pop', 'german pop rock']",45,35042,0Ku9jFTJvPANO4LBOyJoWv
Mali-Koa,[],39,34348,45Dc572GdbJ6Guc8X3UW24
R5,"['pop', 'post-teen pop']",56,603866,5aptPwTkTKmlPx6csmNJLA
Omar Rudberg,['swedish idol pop'],52,104963,6uRXUjochRDA9d5Sq2tZZd
ella jane,"['alt z', 'gen z singer-songwriter', 'indie pop', 'modern indie pop']",53,61522,3gBjSrNsYzzbeo0nwsL21J
Dylan,"['alt z', 'uk pop']",57,81314,4LOM7NzyrZvlGSYPFDsnTk
Isaac Dunbar,"['alt z', 'indie pop', 'modern indie pop', 'social media pop']",59,119334,2sBVpvpeQxK01FqIt5t816
Ross Lynch,"['hollywood', 'pop', 'post-teen pop']",63,759293,4UxLFBvSr4xMDpHe1lrLrH
Sea Girls,"['english indie rock', 'modern alternative rock', 'modern rock', 'rock']",57,99462,45FqwUG4hTT6d39r2HUsUe
Viola Beach,"['english indie rock', 'modern alternative rock', 'modern rock', 'warrington indie']",49,113540,7DruTvBV7owt1aSAZHsU58
Sundara Karma,"['english indie rock', 'modern alternative rock', 'modern rock', 'reading indie', 'rock']",54,177633,4fgXfJCQnK6c44u4KzAtQP
Circa Waves,"['english indie rock', 'indie surf', 'liverpool indie', 'modern alternative rock', 'modern rock', 'rock']",58,244727,6hl5k4gLl1p3sjhHcb57t2
Ten Tonnes,"['english indie rock', 'modern alternative rock', 'modern rock']",40,50201,4hfrzKkUsrb3Cz209SKxbo
The Night Café,"['english indie rock', 'liverpool indie', 'modern alternative rock', 'modern rock']",46,90949,1ShwUjKIwQRaUJij7jgRhp
Vistas,"['edinburgh indie', 'modern alternative rock', 'modern rock', 'scottish indie rock']",54,50683,5YA1c6yVkPnflTLMfOgjzc
The Magic Gang,"['brighton indie', 'english indie rock', 'modern alternative rock', 'modern rock']",47,75426,52pNByiBWx6SVMMqqcCA74
Ele A El Dominio,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",66,1029034,4SzD0wClEg9NKVJZbCRFqS
Omy de Oro,"['reggaeton', 'reggaeton flow', 'trap latino']",65,129949,65jIUih0ZeTUJhSTRuYxpi
Messiah,"['dominican pop', 'reggaeton flow', 'trap dominicano', 'trap latino']",57,85407,0tR60pwxQ5WKjPxQcKoCQ7
Ally Brooke,['post-teen pop'],59,441358,6TXM1kV4L8DsDAkAfbOPYk
Diane Warren,[],48,7470,3A2jfQOLgo5rV4GYFHbEA2
Femme It Forward,"['alternative r&b', 'chill r&b', 'indie r&b']",45,6755,3rw1MKkbLTZw46AqC7gRpH
CHAMELEO,"['funk carioca', 'pop lgbtq+ brasileira', 'rap paranaense']",46,13968,2ZteSwWooU45Mec1C2EdA0
Urias,"['funk carioca', 'pop', 'pop lgbtq+ brasileira']",52,84038,6BXiBj4eAZsiynbcmSRHUs
Karol Conká,"['afrofuturismo brasileiro', 'brazilian hip hop', 'funk carioca', 'indie curitibano', 'pop', 'pop lgbtq+ brasileira', 'r&b brasileiro', 'rap feminino nacional', 'rap latina']",56,520540,6ODCVWBfGNFUf1bpo0c2Ge
Clarissa,"['nova mpb', 'pop nacional']",59,42925,0DLHvj99Ne31Ockr6koARK
Jade Baraldo,"['funk carioca', 'nova mpb']",48,129330,5sz2Sp7OkasBBmDkKerv45
Keke Palmer,"['dance pop', 'hip pop', 'pop r&b', 'post-teen pop', 'r&b']",58,518317,2YFBOR9KIxC6WqHclkj9Yq
KID BRUNSWICK,"['modern alternative rock', 'modern rock']",51,16693,4QxIol1JzAa4ePmDytv0e4
Mothica,"['alt z', 'electropop', 'indie poptimism', 'pop', 'social media pop', 'vapor soul']",64,176230,1JhiIIXT9DWqEU3BYFZwGA
Funwithskimmy,['sad lo-fi'],22,193,7qtKlZYTs7I1mRUYsYgd3H
DREAMERS,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",62,128580,1FgsVeOhRYuSw2ghkIXV0A
Zero 9:36,"['modern alternative rock', 'modern rock']",60,75639,1V599H9vfq6hWe2hGzyzI0
DYSN,['bedroom pop'],43,45813,2zPdY1UXnOn4PC4GpoOkPm
EDEN,"['indie poptimism', 'modern rock']",68,916635,1t20wYnTiAT0Bs7H1hv9Wt
ATO,[],41,23001,4KoNbDwbCK9D04dSmYG93E
Olivver the Kid,"['indie poptimism', 'la pop']",51,41385,3SoOohS0zlj8nLdGmhrKA7
SayWeCanFly,"['pixie', 'pop punk']",50,106852,6nKQmcReKxJx1vUt9g25j6
Scotty Sire,['social media pop'],55,286306,24vm5FBjvLpwUiVNcYc8qy
Eden Project,[],52,175116,26plsJBmW5se3wurhwzaEK
Phoebe Ryan,"['alt z', 'electropop', 'indie electropop', 'indie poptimism']",59,317704,4N874uPqBka1QiCvnCVOtr
FRND,"['indie electropop', 'pop edm']",44,66845,7pMqgUModTCyS7hpa5n2Lc
Stanaj,[],49,59997,3zrUX1hQrUB9aXcOiyQLmN
Jonny Craig,"['metalcore', 'progressive post-hardcore', 'screamo']",49,108267,46MmlFKM8ivDsUnGOejvSM
The Summer Set,"['neon pop punk', 'piano rock', 'pop emo', 'pop punk', 'post-teen pop']",53,281466,0pwyD6DhbFWn8uVSz2Fr0w
Our Last Night,"['metalcore', 'modern rock']",69,854314,00YTqRClk82aMchQQpYMd5
Hands Like Houses,"['australian metalcore', 'australian post-hardcore', 'metalcore', 'post-screamo', 'progressive post-hardcore', 'screamo']",54,255132,0u3d5PM2FuEuG5QuUdt8mT
Isles & Glaciers,"['metalcore', 'progressive post-hardcore']",38,82067,6dHr8Y0nPrnHiBOuJzuu8F
Emarosa,"['lexington ky indie', 'metalcore', 'pop punk', 'post-hardcore', 'progressive post-hardcore', 'screamo']",53,239959,68tKVjVvcqUfKFFLr2j0Ek
Go Radio,"['neon pop punk', 'pop emo', 'pop punk']",47,128907,0abIHznUj0oKhDB29cpBZ9
Craig Owens,[],42,13801,5aYf0AInMznHfXGaemKEBv
I See Stars,"['deathstep', 'metalcore', 'neon pop punk', 'nintendocore', 'post-screamo', 'screamo', 'trancecore']",55,391864,3iCJOi5YKh247eutgCyLFe
Every Avenue,"['neon pop punk', 'pop emo', 'pop punk']",51,141560,1IpSmgcN9F3KNa7j9JtAE4
Breathe Carolina,"['electropowerpop', 'neon pop punk', 'pop dance', 'pop punk', 'screamo', 'trancecore']",60,333204,53M4Iv2RkzzxFFvW2B1jhC
Radical Something,['indie pop rap'],35,47538,2UohZ1T4H9BwBb5lYgZodI
The Dean's List,"['indie pop rap', 'pop rap']",29,32955,6YSjNCQzQQf62xXMW9nAaj
Hozwal,"['reggaeton flow', 'trap latino']",55,72979,1lgtR3WlcFxEy6yPoOh0J2
Dan Sanchez,"['corrido', 'corridos tumbados', 'nuevo regional mexicano']",57,316229,1yPvnL2XGGehNiOGWzcAAG
Luar La L,"['reggaeton flow', 'trap latino']",68,80170,4axKuDPr6WKcDCyh8vueTY
Ruben Figueroa,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",55,102238,39sUQ6z3CTsNB4BhBecLOg
Nueva Era,"['corrido', 'corridos tumbados', 'nuevo regional mexicano']",48,71840,3g1nUbVtiYjO2XNs5DGpLB
Juliito,"['reggaeton flow', 'trap latino']",52,41139,1u6AXgo5qmg0tfY8rDP18Z
Justin Morales,"['corrido', 'corridos tumbados', 'nuevo regional mexicano']",63,97294,5D7x9esAF6twPxuOqSMkeO
Ankhal,"['reggaeton flow', 'trap latino']",58,37896,6NmMI7UnfmIpLRYoz8H9jm
Polo Gonzalez,"['corrido', 'corridos tumbados', 'nuevo regional mexicano']",64,108381,0OpXeanba0vYnyoft00BP6
Amarion,"['reggaeton flow', 'trap latino']",56,44213,7Bb4i0RT3zaudzb8KvxTUQ
