track_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,key,duration_ms,loudness,mode,valence
2rPE9A1vEgShuZxxzR2tZH,0.647,0.102,106.96,0.0658,0.28,0,0.724,1,207333,-5.642,1,0.435
3KkXRkHbMCARz0aVfEt68P,0.479,0.0703,89.911,0.0466,0.556,0,0.76,2,158040,-5.574,1,0.913
4w8niZpiMy6qz1mntFA5uM,0.801,0.0642,95.881,0.228,0.157,4.82e-06,0.842,8,212500,-4.167,0,0.617
6MWtB6iiXyIwun0YzU6DFP,0.539,0.101,99.947,0.178,0.163,2.1e-06,0.833,11,149520,-7.399,0,0.385
116H0KvKr2Zl4RPuVBruDO,0.539,0.099,97.062,0.0621,0.0141,0.000496,0.817,6,210368,-6.349,0,0.158
2xLMifQCjDGFmkHkpNLD9h,0.73,0.124,155.008,0.222,0.00513,0,0.834,8,312820,-3.714,1,0.446
5p7ujcrUXASCNwRaWNHR1C,0.488,0.0936,136.041,0.0705,0.297,9.11e-06,0.752,6,201661,-7.05,1,0.533
25sgk305KZfyuqVBQIahim,0.704,0.166,133.002,0.0476,0.0691,0,0.719,1,187436,-4.724,1,0.628
5iwz1NiezX7WWjnCgY5TH4,0.773,0.143,126.899,0.0524,0.323,0,0.826,11,238200,-4.218,0,0.761
2dpaYNEQHiRxtZbfNsse99,0.792,0.167,100.015,0.0452,0.191,0,0.687,5,214290,-2.749,1,0.671
6FyRXC8tJUh863JCkyWqtk,0.709,0.0676,171.993,0.336,0.323,0,0.767,1,258639,-4.47,1,0.72
0FZ4Dmg8jJJAPJnvBIzD9z,0.603,0.0924,98.043,0.176,0.0521,0,0.861,8,228760,-5.788,0,0.504
2IRZnDFmlqMuOrYOLnZZyc,0.496,0.252,86.003,0.0905,0.259,0,0.889,4,180522,-6.365,0,0.544
1xzBco0xcoJEDXktl7Jxrr,0.625,0.248,146.034,0.0315,0.194,0.00986,0.729,4,183907,-5.266,1,0.261
1rqqCSm0Qe4I9rUvWncaom,0.904,0.064,82.014,0.0618,0.193,0,0.579,5,190947,-2.729,1,0.681
7FGq80cy8juXBCD2nrqdWU,0.686,0.2,89.949,0.243,0.549,0,0.632,6,170770,-7.665,0,0.329
7fa9MBXhVfQ8P8Df9OEbD8,0.541,0.13,124.959,0.0505,0.568,0,0.851,0,235545,-6.825,1,0.448
78QR3Wp35dqAhFEc2qAGjE,0.662,0.534,112.511,0.292,0.0852,0,0.897,1,145543,-6.903,0,0.389
58q2HKrzhC3ozto2nDdN4z,0.726,0.372,136.048,0.129,0.099,0,0.816,5,253390,-3.998,0,0.65
7dt6x5M1jzdTEt8oCbisTK,0.578,0.135,145.038,0.04,0.331,0,0.68,10,231267,-5.804,1,0.341
285pBltuF7vW8TeWk8hdRR,0.566,0.34,83.903,0.2,0.349,0,0.511,6,239836,-7.23,0,0.218
7tFiyTwD0nx5a1eklYtX2J,0.402,0.243,143.883,0.0536,0.288,0,0.392,0,354320,-9.961,0,0.228
2VxeLyX666F8uXCJ0dZF8B,0.385,0.231,95.799,0.0308,0.371,0,0.572,7,215733,-6.362,1,0.323
6DCZcSspjsKoFjzjrWoCdn,0.449,0.552,77.169,0.109,0.0332,8.29e-05,0.754,7,198973,-9.211,1,0.357
0e7ipj03S05BNilyu5bRzt,0.52,0.131,159.801,0.0712,0.124,7.01e-05,0.585,5,218147,-6.136,0,0.129
3ee8Jmje8o58CHK66QrVC2,0.613,0.123,75.023,0.145,0.258,0.00372,0.74,8,166606,-4.88,1,0.473
2LskIZrCeLxRvCiGP8gxlh,0.723,0.126,104.969,0.0412,0.0302,2.06e-06,0.703,9,198903,-5.45,0,0.288
0E9ZjEAyAwOXZ7wJC0PD33,0.77,0.118,125.905,0.149,0.176,1.1e-05,0.694,6,184560,-5.335,1,0.163
0todbbT9g5uQGbeFCiBf2F,0.474,0.106,62.484,0.039,0.374,0,0.714,8,212293,-4.993,1,0.376
2cYnZNzFRFK0H7vSNxPsUq,0.665,0.0515,95.239,0.124,0.265,0,0.751,8,219357,-3.083,1,0.698
6zeeWid2sgw4lap2jV61PZ,0.552,0.104,97.949,0.097,0.0765,0.334,0.596,0,229320,-10.278,0,0.112
5N5k9nd479b1xpDZ4usjrg,0.768,0.325,123.07,0.0394,0.0119,4.91e-06,0.781,11,213309,-5.991,1,0.486
14JzyD6FlBD5z0wV5P07YI,0.104,0.0895,124.001,0.0621,0.979,7.86e-05,0.498,1,199931,-14.08,0,0.205
7ef4DlsgrMEH11cDZd32M6,0.862,0.0814,123.994,0.11,0.037,2.19e-05,0.791,9,214847,-3.24,0,0.592
27rdGxbavYJeBphck5MZAF,0.794,0.388,114.066,0.0671,0.00987,1.36e-06,0.601,7,217467,-5.844,0,0.244
48zFZh27QU5qsrBjn4C2FA,0.805,0.203,93.982,0.0752,0.315,0,0.754,6,176133,-4.249,1,0.555
5JEx7HbmvHQQswJCsoo9rA,0.758,0.394,144.107,0.0618,0.0954,0,0.575,1,182623,-5.029,0,0.493
14mHfNsSHN0FbLftyjrV9g,0.743,0.183,150.024,0.0851,0.107,0,0.792,7,195637,-2.806,1,0.742
0JP9xo3adEtGSdUEISiszL,0.537,0.102,128.009,0.0804,0.556,0.00404,0.921,9,135090,-5.723,0,0.711
2G1tXoGBaEMJ7FKGnkf6ud,0.578,0.367,143.01,0.0485,0.00381,0,0.8,4,203161,-5.144,0,0.367
6MJUCumnQsQEKbCy28tbCP,0.771,0.172,99.038,0.0563,0.291,5.62e-05,0.788,4,207853,-3.206,0,0.701
2G7V7zsVDxg1yRsu7Ew9RJ,0.626,0.396,91.03,0.125,0.0589,6e-05,0.835,1,217925,-5.833,1,0.35
5IaHrVsrferBYDm0bDyABy,0.559,0.101,97.994,0.12,0.0236,0,0.884,0,232959,-7.442,1,0.342
3EPXxR3ImUwfayaurPi3cm,0.586,0.0813,126.684,0.0362,0.697,0,0.553,11,196373,-6.319,1,0.443
4uP3pUP18ennmz0tb3GphR,0.73,0.0778,179.972,0.125,0.287,8.1e-05,0.743,10,197968,-4.314,0,0.15
7qiZfU4dY1lWllzX7mPBI3,0.652,0.0931,95.977,0.0802,0.581,0,0.825,1,233713,-3.183,0,0.931
5T8EDUDqKcs6OSOwEsfqG7,0.868,0.776,156.295,0.17,0.0475,0.000176,0.559,5,209413,-5.276,1,0.609
5kfNriitmkNE8mUbZ7gbq8,0.44,0.11,167.923,0.0985,0.606,3.02e-05,0.551,10,210667,-8.559,1,0.341
1rfofaqEpACxVEHIZBJe6W,0.523,0.132,104.988,0.03,0.184,3.56e-05,0.765,2,217307,-4.333,1,0.394
2iUXsYOEPhVqEBwsqP70rE,0.854,0.124,120.274,0.463,0.0169,0,0.596,7,203418,-5.114,0,0.152
7pdF27mSDuPWhppnHAmWHa,0.525,0.101,160.147,0.0441,0.653,0.918,0.735,6,157777,-2.939,0,0.369
2GGMabyHXnJmjY6CXhhB2e,0.59,0.11,130.003,0.29,0.00534,0,0.95,8,183527,-6.508,0,0.219
0s5DNDV6LAKn2u2Ufa3VjQ,0.771,0.249,174.006,0.166,0.146,3.29e-06,0.709,7,204453,-4.598,1,0.709
4KkUjFkcQvGvWekl8RATDn,0.902,0.125,102.063,0.109,0.172,0,0.635,0,217822,-3.559,1,0.286
0TlLq3lA83rQOYtrqBqSct,0.412,0.104,154.983,0.123,0.0165,0.0126,0.912,7,238614,-8.074,1,0.423
3Ol2xnObFdKV9pmRD2t9x8,0.587,0.148,96.057,0.0413,0.407,0,0.791,3,179449,-5.075,0,0.536
2FUNBaa5DwItJtYEBgAblU,0.607,0.118,134.022,0.124,0.158,0.000228,0.89,9,233040,-6.916,0,0.224
2XXMDz7SPZ4mSFN1PXfHUy,0.732,0.106,100.048,0.213,0.307,5.14e-06,0.772,9,254383,-3.713,0,0.295
3V8UKqhEK5zBkBb6d6ub8i,0.675,0.0595,96.507,0.214,0.542,1.28e-05,0.903,11,417920,-3.445,0,0.442
3NuK5xMlSlB6K2Qp16zf3h,0.622,0.356,104.966,0.0446,0.0357,4.85e-05,0.74,11,222707,-4.608,0,0.556
2t8yVaLvJ0RenpXUIAC52d,0.636,0.342,145.972,0.086,0.0395,0.00125,0.837,1,288624,-7.643,1,0.274
2xJCMIJfcNYDc5iR0sAm2O,0.7,0.153,116.073,0.0694,0.00261,1.56e-05,0.762,9,209320,-6.021,0,0.608
3swc6WTsr7rl9DqQKQA55C,0.56,0.111,140.06,0.105,0.546,0,0.75,8,221440,-8.094,1,0.459
2D3z17LBMJ2HEHeBFFjTLi,0.74,0.101,176.059,0.191,0.0165,9.94e-05,0.747,4,158800,-4.325,0,0.552
7K7MUBCnzgBAvMVW2RTWNs,0.764,0.0543,121.958,0.038,0.0476,9.44e-05,0.752,1,163216,-4.399,1,0.582
2RSHsoi04658QL5xgQVov3,0.637,0.368,177.913,0.0703,0.0722,0,0.383,3,260773,-6.993,1,0.0827
13hvHEstJ4sNbzdroPrPI3,0.729,0.189,99.986,0.146,0.0557,0,0.675,8,190560,-4.383,1,0.63
5tAa8Uaqr4VvA3693mbIhU,0.699,0.0969,124.896,0.0578,0.423,0,0.665,11,190932,-5.265,1,0.585
6Gy7rXB6Ku5vIWC7WGWsl3,0.715,0.182,94.513,0.245,0.128,0,0.745,1,136032,-3.368,0,0.342
09IStsImFySgyp0pIQdqAc,0.657,0.112,107.01,0.0449,0.171,0,0.753,7,184732,-3.061,1,0.437
1NJcg626wLln4pGHpiV7mf,0.296,0.095,115.284,0.0333,0.934,0,0.351,4,200186,-10.109,0,0.12
3ao3OVxHlb3C08vAaApUlm,0.764,0.102,90.979,0.0798,0.122,0,0.786,11,163880,-2.935,1,0.913
7uQmJ1jgNzBpATSoWKSPFu,0.832,0.0705,182.184,0.154,0.048,0,0.632,7,198933,-1.948,0,0.784
22An65gG31JLf9n18qjdhZ,0.492,0.174,143.983,0.0671,0.0643,0.0313,0.78,5,94246,-3.4,0,0.374
7m9OqQk4RVRkw9JJdeAw96,0.391,0.297,134.021,0.242,0.469,4.13e-06,0.872,0,119133,-9.144,0,0.437
2qT1uLXPVPzGgFOx4jtEuo,0.713,0.294,121.993,0.0594,0.04,3.11e-06,0.699,9,205920,-5.507,0,0.354
5vdp5UmvTsnMEMESIF2Ym7,0.528,0.163,109.967,0.161,0.112,0.312,0.933,5,214653,-6.472,0,0.754
0jAfdqv18goRTUxm3ilRjb,0.622,0.151,191.971,0.133,0.0235,0,0.736,6,192779,-4.653,0,0.506
5EKHbW7mXcAR4hCyS3YXjb,0.844,0.866,159.969,0.109,0.498,0,0.676,7,172767,-3.396,1,0.716
2FY7b99s15jUprqC0M5NCT,0.611,0.0812,100.0,0.0409,0.217,0,0.704,2,189467,-6.112,1,0.22
7dNwJbsT0sg1le5kVugGJb,0.355,0.118,145.929,0.0895,0.616,0,0.8,6,228493,-10.47,0,0.253
4VUwkH455At9kENOfzTqmF,0.717,0.105,100.027,0.0337,0.346,0,0.638,2,180000,-4.722,1,0.249
5ChkMS8OtdzJeqyybCc9R5,0.654,0.0359,117.046,0.0401,0.0236,0.0158,0.92,11,293827,-3.051,0,0.847
4QIyEq7TcTdAcxjI2AFlAK,0.387,0.136,125.978,0.412,0.088,0,0.931,1,179405,-9.127,1,0.376
3id2EVGKc3eFAMn9nFnB0r,0.409,0.11,171.838,0.0505,0.172,0,0.538,9,205440,-6.581,0,0.265
2BgEsaKNfHUdlh97KmvFyo,0.683,0.137,96.133,0.117,0.0372,0,0.697,1,186987,-2.881,0,0.603
3CA9pLiwRIGtUBiMjbZmRw,0.909,0.119,93.372,0.0707,0.0891,9.7e-05,0.585,8,210747,-6.474,1,0.758
1LiN0Z98FkR1t0m8KmLcAH,0.631,0.158,94.039,0.0425,0.437,0,0.79,8,190005,-5.549,0,0.889
76cy1WJvNGJTj78UqeA5zr,0.544,0.0824,97.028,0.0943,0.0403,0,0.836,7,217947,-5.975,1,0.51
08bNPGLD8AhKpnnERrAc6G,0.88,0.128,95.079,0.0504,0.205,0,0.626,9,202621,-2.384,0,0.534
4S8d14HvHb70ImctNgVzQQ,0.522,0.259,104.053,0.33,0.0114,0,0.901,2,127947,-8.304,1,0.329
0pqnGHJpmpxLKifKRmU6WP,0.78,0.081,124.949,0.128,0.0622,0,0.776,10,204347,-4.374,0,0.666
7BKLCZ1jbUBVqRi2FVlTVw,0.524,0.111,95.01,0.0338,0.414,0,0.748,8,244960,-5.599,1,0.661
5wujBwqG7INdStqGd4tRMX,0.67,0.114,130.032,0.311,0.186,0,0.736,10,169999,-6.702,1,0.845
2fuCquhmrzHpu5xcA1ci9x,0.712,0.103,113.805,0.0476,0.429,0,0.671,2,248440,-7.815,1,0.462
4ofwffwvvnbSkrMSCKQDaC,0.735,0.242,115.744,0.0457,0.286,0,0.673,5,201287,-4.733,1,0.754
0WdGQhoAP2LBsqr5Jhit2g,0.597,0.1,110.001,0.0611,0.0788,5.66e-06,0.799,5,199849,-5.131,0,0.419
0tgVpDi06FyKpA1z0VMD4v,0.448,0.106,95.05,0.0232,0.163,0,0.599,8,263400,-6.312,1,0.168
0LQ1J0BCzA2qnAgp9MkkNE,0.825,0.103,100.006,0.0424,0.689,0,0.719,5,206550,-3.627,0,0.789
5Fla3zyOCcIRqrDoKLU0DP,0.846,0.0824,96.036,0.283,0.275,0,0.475,10,191120,-3.344,1,0.451
04MLEeAMuV9IlHEsD8vF6A,0.704,0.227,147.055,0.127,0.0215,0,0.765,5,192172,-4.589,0,0.498
40T5GIqQ1CegGm2PTEl8Bu,0.412,0.116,170.163,0.0402,0.737,0,0.483,7,203569,-8.461,1,0.247
2zDj4WjbNDmrRL6Z4YjjCA,0.807,0.0652,183.971,0.0613,0.0481,0,0.686,1,227476,-3.324,1,0.63
3KLygy1YWhmrQx0GRs7IOx,0.785,0.203,106.046,0.0333,0.327,0,0.687,1,194408,-4.65,1,0.655
14sOS5L36385FJ3OL8hew4,0.575,0.252,117.999,0.0801,0.374,0,0.693,9,211362,-6.998,1,0.492
4jvjzW7Hm0yK4LvvE0Paz9,0.574,0.146,120.013,0.0286,0.0175,0.00294,0.669,4,196400,-6.442,0,0.273
